epoch,d_loss,wasserstein,q_real_loss,q_fake_loss,total_g_loss
83,-0.6572316928607661,0.7337916129972877,0.7004682479835138,0.17695795106036322,5.479473420551845
84,-0.5459956199657626,0.6552619061818937,0.6940331800681788,0.18995759689382144,5.317022919654846
85,-0.6157950224672876,0.7378247947227664,0.6878458646739402,0.19929381193859236,5.298241223607745
86,-0.32720810744099366,0.4605811950637073,0.6814895250448366,0.19214786482708796,4.940346087728228
87,-0.4126583324999424,0.5945717968591829,0.6748581695847395,0.2134707873421056,4.5734007358551025
88,-0.3624257470776395,0.5274364919197269,0.6684973494308751,0.24736503032701357,4.313255420752934
89,-0.4766102011610822,0.6742171659702207,0.662629964148126,0.2341838196984359,3.70876430613654
90,-0.4528135755440084,0.6256998283107106,0.6572125808494848,0.2153406020786081,3.660279853003366
91,-0.41488825261774587,0.5900891176084193,0.6506098566985712,0.2165922639625413,2.828655890056065
92,-0.5614377386958861,0.7318999629195143,0.6458309365481865,0.20552958015884673,2.7946450114250183
93,-0.4458801412000889,0.6142646503157732,0.6403947036440779,0.229542040931327,2.229020880801337
94,-0.4989842623472214,0.6933612667205857,0.6352254130491396,0.23802507455859864,1.7521391638687678
95,-0.3752880358795931,0.5784755381869107,0.6305323286754329,0.2387466946882861,1.5637320918696267
96,-0.5883694529169943,0.7811135050000214,0.6249520008156939,0.21923520575676644,1.013775640300342
97,-0.48137873538383624,0.6818464998064971,0.6211914093029208,0.22707350019897735,0.5134252522672925
98,-0.6206332672296501,0.8133647834382406,0.6158940842965754,0.22709827657256806,0.2884104100189039
99,-0.5747743750490794,0.7601421424528447,0.6113885277655067,0.21045254756297385,-0.42145042813249994
100,-0.6642229357143727,0.8583690364186357,0.6072196902298346,0.2181915007531643,-1.2975095553057534
101,-0.6307095645404444,0.832221310313155,0.6026736250737819,0.22479337560279028,-2.0769603763307845
102,-0.7187887288448287,0.9008083576109351,0.5971604949090539,0.21809871547988482,-2.6247098786490306
103,-0.7348734351193033,0.9079724928227867,0.5932540333852535,0.22031173216445105,-2.8165677785873413
104,-0.8095255188825654,0.9842652867480022,0.5893650382030301,0.2135298949267183,-3.168142191001347
105,-0.8507978901630495,1.0214615595049974,0.585681123704445,0.21099272157464707,-3.1893639394215176
106,-0.9083853058698701,1.0695874661934086,0.5815241976482112,0.21152498998812266,-3.2628614561898366
107,-0.925457642572682,1.0822327078842535,0.5776985440312362,0.21374767433319772,-3.387023559638432
108,-0.9651373653877072,1.1189798959871617,0.5744136833563084,0.2086097113788128,-3.541657328605652
109,-1.0018178268176754,1.1511634268411777,0.5708041859836113,0.21312950551509857,-3.610309932913099
110,-1.0236746974107696,1.1668858847967007,0.5678216291636955,0.20842182795916284,-3.7211225032806396
111,-1.0693193412408597,1.2060982366887534,0.5633945915757156,0.21274272618549211,-3.6472336564745222
112,-1.0881912003203136,1.2221264722870617,0.5598859961439924,0.21310663063611304,-3.604265400341579
113,-1.1180956392753414,1.2540870556017247,0.5563010326245936,0.21426911598869733,-3.6318401864596774
114,-1.1434055872079802,1.2759123400944035,0.5532714840842456,0.20439356938004494,-3.6523473262786865
115,-1.1667960853111454,1.2999447060794365,0.5508010794476765,0.21828053359474456,-3.5089865497180392
116,-1.1998138442272093,1.3318030020085776,0.5472801792912367,0.21271909134728567,-3.463173678943089
117,-1.2259277556000687,1.354949893021002,0.5441828987947325,0.21181630343198776,-3.474426099232265
118,-1.2428560256958008,1.3713809833294008,0.5407415439442891,0.21142370040927613,-3.3556483473096574
119,-1.2682029852053014,1.3963516747079245,0.5376650218556567,0.21240262793643133,-3.275748746735709
120,-1.3016220302116581,1.4306391855565512,0.5353882588991304,0.21810564079454967,-3.194036671093532
121,-1.3282987606234666,1.4505361115060202,0.5310362788235269,0.2192531925226961,-3.1175830449376787
122,-1.3459898378790878,1.471283139252081,0.5289192850269923,0.21276446272219932,-3.1152492676462447
123,-1.3772935518404332,1.498721372790453,0.5262577711808972,0.20970363914966583,-3.084747850894928
124,-1.4039945762331894,1.5252728985577095,0.5235932498443417,0.22054248782140867,-3.0242180143083846
125,-1.4353640312101783,1.5559367057753772,0.5200895961464905,0.22238575454269136,-2.9901854481015886
126,-1.466886497125393,1.5924044876563839,0.5180136873954679,0.21232726105621882,-3.0281563656670705
127,-1.488096436349357,1.6168207802423618,0.5146859767960339,0.2178844048508576,-2.8645903212683543
128,-1.5033901973468502,1.6215905474453438,0.5130984866764488,0.2192267562661852,-2.8907700521605357
129,-1.5242552582810565,1.6431426914726817,0.5110731771806392,0.22148780524730682,-2.8525559646742686
130,-1.5472727228955525,1.669287704839939,0.5076746813407759,0.2213664682848113,-2.8611794114112854
131,-1.5676022913397811,1.6810391879663236,0.5053266904703001,0.21971392684749194,-2.8251740677016124
132,-1.5935447913844412,1.7058647609338529,0.5031382801329217,0.21901469518031394,-2.7886282290731157
133,-1.6300072073936462,1.7614004582893559,0.5011985458251906,0.20945008311952865,-2.8515293342726573
134,-1.6315772489803593,1.7532318248981382,0.49758041341130327,0.2271759696304798,-2.750539984021868
135,-1.653044904150614,1.7706835647908652,0.49611688895923334,0.2184772603213787,-2.7753925153187344
136,-1.6685879099659804,1.7948137201913974,0.49446816015534284,0.22180290041225298,-2.761393811021532
137,-1.6828223423260014,1.7984691276782896,0.4922985278251695,0.22122635798794882,-2.696735143661499
138,-1.703832094262286,1.8199803509363315,0.4907398536437895,0.22325488552451134,-2.739551510129656
139,-1.725001119985813,1.840126799374092,0.48812837135501025,0.22314230246203287,-2.7430656126567294
140,-1.735398391397988,1.8520331469977773,0.4855035525269625,0.22245917043515614,-2.7510689922741483
141,-1.7551898767308491,1.8789492234951113,0.4841509214261683,0.21917464584112167,-2.7569317732538496
142,-1.7632489698689158,1.8769270007203265,0.4808688988772834,0.21911452976720674,-2.668104214327676
143,-1.7782010843114155,1.8957406398726673,0.4791568706675274,0.22284788798008645,-2.672558503491538
144,-1.775990976066124,1.890403892935776,0.47717854635017676,0.21884125577551977,-2.7332024489130293
145,-1.7815570496931308,1.8859638499050606,0.47506286530959896,0.2099077541913305,-2.7583833507129123
146,-1.7789427187384628,1.8816408733042276,0.47295067877304264,0.20401806384325027,-2.816439918109349
147,-1.7438031856606646,1.8426205065192245,0.4708421699157575,0.18984314160687582,-2.8487405691828047
148,-1.686998739475157,1.7814287208929294,0.4696732479624632,0.17336234290684974,-2.9329566104071483
149,-1.6006381497150515,1.6886551729062709,0.46792408315146844,0.17127464073044912,-3.0800006815365384
150,-1.5425031170612429,1.6347189153113015,0.46551342853685707,0.1816865647477763,-3.2142071213041032
151,-1.543868998201882,1.6375931210634185,0.46379100367790316,0.18708538530128344,-3.3256267990384782
152,-1.6115348717061484,1.7127380603697242,0.46178346363509576,0.1860308088362217,-3.3846975224358693
153,-1.678474658873023,1.7854845087702682,0.46023362002721646,0.1810966937669686,-3.3995931829724992
154,-1.7092083300032266,1.8173753052223018,0.45819256073091086,0.1799342626971858,-3.3877927320344106
155,-1.7170977476166516,1.8178277975175439,0.4561440323184176,0.1728297040930816,-3.320191902773721
156,-1.720613164145772,1.8196263255142584,0.4549110350085468,0.17429261654615402,-3.1522190400532315
157,-1.7177236341848605,1.812387021576486,0.4531547220014944,0.17543073637144907,-3.092458392892565
158,-1.7121169072825735,1.8108247896520102,0.4525007013140655,0.17458389326930046,-2.9956135749816895
159,-1.723286913662422,1.821385912778901,0.4499462439519603,0.1788680303309645,-3.030345456940787
160,-1.7647448298407764,1.8661489399468028,0.44840567758897454,0.17128324881196022,-3.0379637820380077
161,-1.8094933076602657,1.9117332784140981,0.446653491476687,0.1653270274400711,-3.086697382586343
162,-1.8274981045141452,1.9296166082707846,0.44507256222934255,0.1642114855349064,-3.0878286021096364
163,-1.8288104970280716,1.9291084975731083,0.44316915004718593,0.16208742984703609,-3.117582474436079
164,-1.7987976873793252,1.8982099963397514,0.4418983931948499,0.16400326203022683,-3.1857045207704817
165,-1.7760801722363728,1.87153607752265,0.43998359216422567,0.16907872366053717,-3.1614441105297635
166,-1.7688483930215604,1.8637758726026954,0.4387187129113732,0.1655238584748336,-3.1775184103420804
167,-1.7749159786759354,1.8692096006579515,0.43762956123526503,0.15893081894942693,-3.1402754528181895
168,-1.7817275771280614,1.87876277725871,0.4364693877173633,0.1628114373556205,-3.078511050769261
169,-1.818071366810217,1.9163467128102372,0.43410715351744394,0.15937829603041923,-2.906443084989275
170,-1.8332718843367042,1.9345500440132328,0.4337368029646757,0.15575907166515077,-2.8120996015412465
171,-1.8395560063966891,1.940591434153115,0.4315528869628906,0.15783907153776713,-2.7622291701180592
172,-1.871440316118845,1.9752144377406051,0.43008466900848763,0.15421817771026067,-2.593533822468349
173,-1.8556687657426043,1.9592769058739268,0.4291382515575828,0.15061070291059359,-2.493266454764775
174,-1.7846726571641318,1.8835559182050752,0.42758694872623537,0.1490401407437665,-2.4576995287622725
175,-1.737818502798313,1.8376744345920841,0.4256665528547473,0.15627532292689597,-2.345382179532732
176,-1.7475217435418107,1.8460125516100627,0.42399329346854514,0.15254019972469127,-2.1827375292778015
177,-1.7556270535399274,1.8514967051947988,0.42356237005896685,0.15143643106733048,-2.1767411530017853
178,-1.7951346388677272,1.8932152303253733,0.4220490899027848,0.1484068352729082,-2.1307310291699
179,-1.7957536360112631,1.8915190478650534,0.42187563420795815,0.14994428546300956,-2.0152597469942912
180,-1.7613982892617948,1.8576025105104215,0.4188573956489563,0.15264535695314407,-2.0443432884556905
181,-1.7522969129608899,1.8494698608793863,0.4175816127439825,0.1475339156708547,-2.042442888021469
182,-1.8528008199319608,1.9587845467939609,0.41604639080966394,0.1505586159016405,-1.861256045954568
183,-1.8545920936072744,1.9595249644139918,0.41559370807031304,0.14317901964698518,-1.634555629321507
184,-1.7544230469843236,1.8532217217654716,0.4139700077655839,0.1410337739757129,-1.4784347585269384
185,-1.7566601735789602,1.8571054862766732,0.41272691146629614,0.1427108504410301,-1.422793516090938
186,-1.7522010003648154,1.8462421545168248,0.4113456254325262,0.1419745497405529,-1.2413511808429445
187,-1.7466764987968817,1.8421573231859905,0.41061121879554374,0.1506483679903405,-1.0704419719321387
188,-1.7467421656701623,1.846873056597826,0.40988786918361014,0.15258062524454935,-1.0159242344754082
189,-1.7659684594084577,1.8638112792154637,0.4076640758572555,0.15196374830390727,-1.079397480402674
190,-1.7634381259359964,1.8632349531824997,0.4076424411884168,0.13743234053254128,-1.006609531385558
191,-1.7066397419789943,1.800483441934353,0.40603969664108464,0.13805533360157693,-1.0189320870808192
192,-1.6962046347013333,1.7925211932600997,0.40504802872494955,0.140877045158829,-1.1515517319951738
193,-1.6947155536674872,1.787868469226651,0.4035432400499902,0.13969576491841249,-1.4452669961111886
194,-1.7652949618130196,1.8660818498309066,0.40157202685751564,0.13913866371980735,-1.5529550952570779
195,-1.7776160429163677,1.8813047089227817,0.4012167155742645,0.14158091906990325,-1.4407100166593279
196,-1.6682441990549972,1.761868062542706,0.39939055464616635,0.14811862180275576,-1.2643188280718667
197,-1.7105148289261796,1.8061016579953635,0.39867428163202795,0.14660514944366046,-1.0899977535009384
198,-1.6286107069108544,1.717535584438138,0.39781899604855514,0.1506644974329642,-1.2586651146411896
199,-1.682671011948004,1.779846586832186,0.3965966501613943,0.14357346322919642,-1.3577486872673035
200,-1.7778700212152994,1.8846999668493503,0.3961304066384711,0.12797887197562627,-1.3613235098975045
201,-1.783795901914922,1.8844526686319492,0.3953620333497117,0.12696606958551065,-1.3553319786276137
202,-1.8020209510151932,1.9046883408616229,0.3941982610196602,0.12808335625699588,-1.095780685544014
203,-1.7915669170821584,1.8896293843664773,0.3925280113045762,0.12896555741982801,-0.8298715991633279
204,-1.7327078406403704,1.826708165610709,0.39120761250577324,0.13691333175769874,-0.8014901024954659
205,-1.6306651031098716,1.7197851117064313,0.391149218852927,0.1463995384318488,-1.1784742623567581
206,-1.7135261762432936,1.810945047111046,0.38951402030340054,0.14646204188466072,-1.3340453888688768
207,-1.7234899954098026,1.8195415546254414,0.3872240647310164,0.141531802713871,-1.4408366424696786
208,-1.746793533243784,1.8436176805961422,0.3870950708302056,0.13423660770058632,-1.5880114691598075
209,-1.7244954210955923,1.823569861853995,0.385582900265368,0.13822458923927375,-1.6051435215132577
210,-1.6971320742514076,1.7919881838123972,0.3852035356004064,0.13832889364234038,-1.4587452986410685
211,-1.714680048023782,1.80802649841076,0.3836624364300472,0.13847343437373638,-1.2974323162010737
212,-1.717468095988762,1.8116117846675035,0.3840855003857031,0.13274638993399485,-1.0365082706723894
213,-1.7125269000123187,1.8040884820426382,0.383092743957915,0.13150474402521337,-0.9656854910509927
214,-1.7653354769799767,1.8609991189910144,0.38232217401992985,0.1412831393203565,-1.1021173809255873
215,-1.770913401754891,1.8631609823645614,0.38101274429298027,0.13304194329040392,-1.157937975866454
216,-1.7691337553466238,1.8622318230024197,0.380408978680285,0.13134184213621275,-1.3670303608689989
217,-1.7078211496515971,1.8016107562111645,0.3791234471449038,0.13440632048462117,-1.3368677582059587
218,-1.7536888035332285,1.8530593252763516,0.3777022990511685,0.13415955752134323,-1.2018366221870695
219,-1.7898908998908065,1.8934170458374955,0.3761259699013175,0.13136724356029714,-1.0333991199731827
220,-1.7656257123481938,1.8652988904859962,0.37651224652441534,0.1270231112305607,-1.087180386696543
221,-1.7944674055750778,1.8996128527129568,0.37512531622153955,0.12916718130665167,-1.1904311350413732
222,-1.7600109315500028,1.8597149718098525,0.37473739901693853,0.13260647069130624,-1.3227710574865341
223,-1.7748619536074197,1.875333021326763,0.37299871880833696,0.12626691002930915,-1.3732361112322127
224,-1.8445342459329745,1.9481395075960857,0.3724776317433613,0.12273850637887206,-1.4274051828043801
225,-1.8139923127686106,1.9148315380259258,0.37147371688993963,0.1192558261432818,-1.4954572405133928
226,-1.766836000651848,1.8595679198823325,0.36997796704129476,0.12463762185403279,-1.5512546279600687
227,-1.7836001195558688,1.8838073160590194,0.3700411759498643,0.1285141557455063,-1.4906464559691293
228,-1.7977519122565664,1.8942803798652277,0.36829350888729095,0.12616564227002008,-1.4371178703648704
229,-1.7717519097211885,1.868395274732171,0.3678672884295626,0.12998604029417038,-1.3080992996692657
230,-1.7768268294450713,1.8753592401016048,0.36659994321625405,0.1380313424659627,-1.2443852892943792
231,-1.775744789984168,1.867550756873154,0.36562958977571347,0.13154978384929045,-1.1103445057358061
232,-1.7832246364616766,1.876932837614199,0.36541431960536214,0.1335814225354365,-1.019787066749164
233,-1.78666513431363,1.8828884784768267,0.36440808925686813,0.12344138457306794,-1.1861678276743208
234,-1.8074580343758189,1.9039256689025135,0.36428207013665176,0.13043341785669327,-1.2299077872719084
235,-1.7969925941490545,1.8911369123109958,0.36289908755116346,0.13088802860251494,-1.1619217821529932
236,-1.8240728480059927,1.922186165321164,0.3621769994497299,0.1263513354850667,-1.0259476389203752
237,-1.7991770287839377,1.8921595070420243,0.36113597670706304,0.12756453534322126,-0.8951922740255084
238,-1.7439865557158865,1.8398799169354323,0.35978000411173194,0.12900296518845217,-0.9737644365855626
239,-1.8550203050055154,1.9570192432985074,0.35988806297139425,0.12455876331244196,-0.8109843347753797
240,-1.813202876870225,1.9094217448699764,0.3580640121930983,0.13390154631010123,-0.9218785805361611
241,-1.809971445944251,1.9044619507905913,0.3578508230971127,0.1331226426575865,-0.8119968165244374
242,-1.8504141569137573,1.9500021251236521,0.3572942679975091,0.12004416808485985,-0.7703162069831576
243,-1.829597656319781,1.9271169057706508,0.3570240129057954,0.12461926335734981,-1.1049204851899828
244,-1.7718028687849277,1.8647790231355807,0.3553228799889727,0.1322262148771967,-1.2476863169244357
245,-1.8039959334745639,1.9001187115180782,0.3547399178510759,0.12502277136913367,-1.1223074112619673
246,-1.8097749221615675,1.905694743482078,0.353914564702569,0.13181074549044883,-1.031889381153243
247,-1.8331304744976322,1.9283638611072447,0.35358514872992913,0.12944178442869866,-0.7519038830484662
248,-1.8375962667348908,1.9354027974896315,0.3529991107742961,0.12516971757369383,-0.7719222530722618
249,-1.8217449231845577,1.9155363411438175,0.3517554351469366,0.12337219874773707,-0.7565791308879852
250,-1.799591964337884,1.8949303670627315,0.35067663868752924,0.1312265968216317,-1.0014279655047826
251,-1.794134044065708,1.8896273607160987,0.35019313453174217,0.12980626683150018,-0.9833769031933376
252,-1.8418251770298655,1.9374488228704871,0.3500697667278895,0.12677329060222423,-0.7895216782178197
253,-1.8380823629658396,1.9355677642473361,0.34851191901579137,0.13049448866929328,-0.6821549854108265
254,-1.812359325769471,1.9075109115461024,0.3485754281282425,0.12614465478275502,-0.7896271688597543
255,-1.842598871486943,1.9367474259399786,0.34739526197677706,0.12500211490052088,-0.7339313157967159
256,-1.8165572023973233,1.9097995583604022,0.34730402471088784,0.12495317389922482,-1.004343452198165
257,-1.830192538296304,1.9275664716232113,0.34637188438962146,0.1305237149021455,-0.838887157184737
258,-1.8432703948602445,1.939935596977792,0.3454363858554421,0.12678181140550546,-0.737366327217647
259,-1.82543691047808,1.9205052605489406,0.3447585360306065,0.1274310736251729,-0.8806878966944558
260,-1.8136595734735814,1.910969590268484,0.34445180471350506,0.13210749493113585,-1.0256886099066054
261,-1.8343787614892169,1.9284324209864547,0.34355961295162757,0.12949233315885067,-0.8637069293430873
262,-1.8387892914981376,1.9316155139992877,0.3424250261812675,0.1277812227074589,-0.6703606971672603
263,-1.8586579459469492,1.9556815391633569,0.34191497578853514,0.1271059023482459,-0.6125060186854431
264,-1.8589916171097174,1.9573403335199124,0.34203717730394223,0.12971310796482222,-0.7385262815015656
265,-1.8471758031263583,1.940288864984745,0.34046800543622274,0.12577290407248906,-0.494842096631016
266,-1.8010351716018305,1.8912844745124258,0.33998225193198134,0.1271396138306175,-0.34879028903586523
267,-1.8344939845364268,1.9290420790997946,0.33933771492504494,0.12427310485924993,-0.4635572204632418
268,-1.8364978708871982,1.9314100815028679,0.33967772198886403,0.12692793937666075,-0.5986059989248004
269,-1.8554286244438916,1.9500222249728878,0.3388613974902688,0.12980734610131808,-0.3765839971601963
270,-1.832242769439046,1.927634092365823,0.33713871495025916,0.12486157459872109,-0.4431385429842131
271,-1.8366421213964137,1.9325180417153893,0.3372494044100366,0.13015428158853734,-0.5965242013335228
272,-1.8302404517080726,1.9214639692771724,0.3365495215828826,0.13268223591148853,-0.6262934676238469
273,-1.8445659992171497,1.9378190665710262,0.335511681146738,0.13178606597440584,-0.6312429479190281
274,-1.841433099130305,1.9352166361925078,0.33465502065856284,0.1288954708725214,-0.5176442249545029
275,-1.8402184931243337,1.9330506484682968,0.33523306941113823,0.13049491601330893,-0.5367023976785796
276,-1.8282264325676896,1.9205050555671133,0.3338314941743525,0.1328572170542819,-0.4557633857641901
277,-1.8342366959990524,1.9268456014191233,0.33319603924344227,0.13140075361090048,-0.4084098983023848
278,-1.8598181837942542,1.9562550652317885,0.3321439133184712,0.12914601819855825,-0.37346036093575613
279,-1.8588842487916715,1.95300481086824,0.3322791588015673,0.12755343610686914,-0.3383326738008431
280,-1.8531492468787403,1.946494301644767,0.331266602728425,0.13014208578637668,-0.3086571459259306
281,-1.8291104624911052,1.9215484435965375,0.33059363975757505,0.12804552114435605,-0.5026381202042103
282,-1.8642401244582198,1.9582338434893911,0.3295191817167329,0.1272989170891898,-0.516840993293694
283,-1.86692261841239,1.9639727647711591,0.32988283619648073,0.12312938831746578,-0.4186257751924651
284,-1.841079541822759,1.933972557870353,0.32838597094140404,0.12982041628233024,-0.414913680936609
285,-1.8376431392460335,1.928675875431154,0.32821314182223343,0.12436739727854729,-0.32141213810869623
286,-1.8601545924093665,1.9519015928594077,0.327599724981843,0.1248179240418332,-0.1893210538796016
287,-1.8606588200825016,1.9536864699386969,0.3269990210126086,0.12521804736128875,-0.39747078503881184
288,-1.8516133732912017,1.9456837002823992,0.326465351915941,0.12365125146295343,-0.39877356003437725
289,-1.861520413945361,1.9579364075893309,0.32581741671736647,0.1216429014291082,-0.24245410518986837
